ID,LESSON,SUBJECT,TITLE,TIMESTAMP,VOLUME,PAGE,DESCRIPTION,BOOK_DESCRIPTION,INVENTOR
208,27-1,Rising Cards,Cardini's Rising Cards,0:00:09,2,229,"Deck rises out of card case.  Multiple cards are selected, memorized, and returned to deck.  One at a time, the cards rise out of the deck.  ",Five cards are selected and returned to the deck. They rise one at a time with the last two rising at once. The deck may now be examined.,NONE
209,27-1,Rising Cards,Rising Deck from Card Case,0:14:04,2,234,Deck rises out of card case.  ,The entire deck rises from the case.,NONE
210,27-1,Rising Cards,Pack Full of Pep,0:19:45,2,235,Revised version of deck rising from case,As above. Cards,NONE
211,27-1,Rising Cards,The Rising Cards and Card Case,0:22:12,2,237,"Several cards are selected and one by one, they rise from the deck. The last card rises from magicians coat pocket.",Card are cut and three cards are selected from one half and placed in the other. The entire deck is now placed in the case and the three cards rise one by one.,NONE
212,27-1,Rising Cards,Rising Card from Pocket,0:37:48,2,241,"Card rises from pocket (performance in ""The Rising Cards and Card Case"")","A card is selected and returned to the deck. A card is poorly transferred to the pants pocket, and when questioned, the performer points to his shirt pocket, where the Ace of Diamonds rises. The spectator says this is not the card, but on a second look, it is the spectator's card.",NONE
213,27-1,Rising Cards,Rising Cards from Glass Goblet,0:41:27,2,243,"4 cards selected and returned to deck and shuffled.  Placed in clear goblet.  Magician uses ""imp"" to tell him what the cards are and to cause the cards to rise out of the glass one by one. Cards are handed out for examination afterwards","Three cards are selected and put back in the deck. The deck is put in a glass, and a hoop passed to show no attachments. Yet the cards rise from the deck. The cards and glass can be examined.",NONE
214,27-1,Rising Cards,Goblet Variations,1:02:38,---,---,Variations on rising cards from a goblet,"Four cards are named. Deck is shuffled and placed in a goblet. The four cards one at a time soar up to the performer's hand, high above the glass. The cards are thrown to the audience.",NONE
215,27-2,Rising Cards,Howard Thurston Rising Cards,0:00:03,2,250,"Cards are shuffled, a card is freely selected and signed, and cards are passed out 2 more times.  Cards are replaced into the deck and magically rise one by one to the magician's hand.  The cards (including deck) can be handed out before and after.",Selected cards rise from the deck in a glass to the performer's hand high above.,NONE
216,27-2,Rising Cards,Superba Rising Cards & Thurston's Floating Card,0:10:55,2,255/257,3 cards selected from card deck are placed back into the deck and the deck placed into goblet.  Cards rise out of deck to magician's hands one by one.,"As above, but the last card actually floats in the air, and can be waved all around, finally to rise to the hand.",NONE
217,27-2,Rising Cards,De Kolta Card Fountain,0:34:10,2,259,"Spectator chooses which of 2 decks is the ""magic"" deck.  Magician does not touch that deck.  Magician uses other deck to have cards selected.  One by one, the cards rise out of the deck that has never been touched.  The last card is found to be showing on the bottom of the deck.  Instead of having it rise, the magician causes the rest of the deck to jump from the goblet like a fountain, leaving only the last card.  Both goblet and cards can be handed out.  (uses assistant and special setup)",Three cards are selected and returned to the deck which is placed in a goblet. All the cards begin to fly out except the three chosen cards.,NONE
218,27-2,Rising Cards,Harry Stork Card Fountain,0:53:24,2,261,Another variation of De Kolta Card Fountain,As above.,NONE
219,27-2,Rising Cards,Jean Hugard's Card Fountain,1:16:13,2,263,Another variation of De Kolta Card Fountain,As above.,NONE
220,27-2,Rising Cards,Tommy Dowd's Rising Cards,1:19:09,2,265,"3 cards are selected and placed back into the deck. Deck in placed inside glass with another glass placed on top of it.  Handkerchief is placed over top and when handkerchief is removed, 1 of the selected cards is shown to have risen from the deck.  The top glass is placed back on top and a 2nd selected card is openly seen to rise inside the glasses.  The deck is handed to the 3rd spectator to locate his card and offered to spectator to have him move his card to a different location in the deck.  The deck is placed in the card box and the box in the glasses.  The card openly rises.    ","Cards are selected and returned to the deck. The deck is placed in a glass, with another glass placed on top. The cards rise into the other glass, and may be removed by spectator.",NONE
221,28-1,Egg Magic,Humpty Dumpty Outdone,0:00:09,2,269,"Egg is signed and placed into folded handkerchief.  Spectator can feel egg in handkerchief.  Spectator cracks egg in handkerchief.  Magician waves lighter under handkerchief.  Spectator reaches in handkerchief and pulls out his signed egg fully restored and ""cooked"" (actually hard boiled).  ","Egg and handkerchief are examined. Egg is dropped into handkerchief, and then broken by the spectator. Spectator reaches in to remove egg, and it is whole.",NONE
222,28-1,Egg Magic,Tarbell's Unbreakable Egg,0:16:55,2,274,An egg is taken and placed in a folded handkerchief.  Spectator can feel the egg.  Spectator cracks egg.  Magician restores egg.  Spectator cracks it to show it's just a regular raw egg.  (Variation of Humpty Dumpty Outdone)(Uses Devil's handkerchief),"As above, uses a double handkerchief.",NONE
223,28-1,Egg Magic,The Egg Bag,0:23:54,2,277,Egg mysteriously appears and vanishes from bag.  Ends with Onion appearing in bag.,Discusses some brief history. Provides a routine in which an egg transports between a handkerchief and an egg bag in mysterious ways. Describes how to make a Tarbell Style egg bag and devil's handkerchief'.,NONE
224,28-1,Egg Magic,Fool-zum Egg Bag Routine,1:02:57,2,288,"A ring is shown that it is too small to fit around an egg.  A bag is forced through the ring, and when the spectator reaches into the bag, they pull out an egg.  The egg goes from bag to pocket and back with the bag even vanishing.  At the end, the wooden egg turns to a real egg that is cracked open.  ","Uses silken egg bag and an ungimmicked duplicate. Bag is pushed through metal ring, egg is produced. At the end, the bag turns into an egg, which is cracked open into a glass.",NONE
225,29-1,Billiard Ball Manipulation,The Routine with Billiard Balls,0:00:09,2,294,"Billiard balls appear, disappear, and multiply trhoughout a full routine.",Billiard balls (shell) multiply and vanish in the hand to the patter of a story of Adam and Eve.,NONE
226,29-1,Billiard Ball Manipulation,Dan's Bonus Routine,0:23:06,---,---,How to do Multiplying Billiard Balls without loads,just a description,NONE
227,29-1,Billiard Ball Manipulation,Rainbow Billiard Balls,0:28:31,2,308,"Billiard balls multiply, but in multiplying, change color.  At the end, 1 ball changes to many different color silks (silk fountain)",how to make a holder.,NONE
228,29-2,Billiard Ball Manipulation,A Mysterious Ball Transposition,0:00:06,2,313,"2 different colored plastic easter eggs are shown.  Something valuable from the audience is placed into each of them and placed into folded handkerchiefs.  In full view, the eggs switch places and are opened to show that the items are in the eggs as well.","Red white green and yellow balls appear and change color in this routine. (4 colored balls, one shell)",NONE
229,29-2,Billiard Ball Manipulation,A Mysterious Ball Transposition (Disco Version),0:16:07,---,---,Magic 8-Ball and Disco Ball of similar size are both placed in different handkerchiefs and both swap places.,"Green ball wrapped in green handkerchief and placed in glass changes places with red ball wrapped in red handkerchief placed in another glass. (2 color balls, one shell)",NONE
230,3-1,Sleight of hand with Coins,Palming/Vanishing,0:00:08,1,64,---,"Teaches how to secretly conceal a coin in your hand, making it seem like it has vanished. It involves various techniques for holding the coin discreetly while keeping your hand relaxed and natural-looking. These methods are fundamental for creating convincing coin magic illusions.",NONE
231,3-1,Sleight of hand with Coins,Front Flat Palm (Classic Palm),0:01:05,1,64,---,"A fundamental sleight-of-hand technique for making a coin disappear. It involves holding the coin secretly in the palm of your hand while making your hand appear empty. This creates the illusion that the coin has vanished, allowing for a variety of magical effects and illusions.",NONE
232,3-1,Sleight of hand with Coins,Pressure Palm,0:03:48,1,64,---,"A technique for secretly holding a coin in your hand while making it appear empty. It involves using pressure from your hand muscles to grip the coin discreetly, allowing you to convincingly show your hand empty and perform various coin vanishes and appearances.",NONE
233,3-1,Sleight of hand with Coins,Front Edge Palm (Classic Edge Grip),0:04:41,1,65,---,"A technique for secretly holding a coin along the edge of your hand, making it seem like it has vanished. It involves gripping the coin subtly between the edge of your palm and your fingers, allowing you to show your hand empty and perform various coin magic illusions.",NONE
234,3-1,Sleight of hand with Coins,Front Thumb Palm,0:05:30,1,65,---,"A technique for secretly holding a coin in your hand while making it appear empty. It involves using your thumb to subtly grip and conceal the coin, allowing you to convincingly show your hand empty and produce the coin in a magical way.",NONE
235,3-1,Sleight of hand with Coins,Back Thumb Palm,0:06:39,1,65,---,"A method for secretly holding a coin in your hand while making it look empty. It involves concealing the coin behind your fingers, using your thumb to hold it in place. This allows you to show the front of your hand as if it were empty, enabling various coin magic tricks and illusions.",NONE
236,3-1,Sleight of hand with Coins,Invisible Thumb Palm (Downs Palm),0:07:27,1,65,---,"A secret way to hold a coin in your hand that makes it look like the coin has disappeared. You use your thumb to hide the coin in a way that is difficult to see, even when you show the front and back of your hand. This technique allows you to make the coin vanish and reappear in a magical way.",NONE
237,3-1,Sleight of hand with Coins,Finger Palm,0:08:30,1,65,---,"A technique for secretly holding a coin using your fingers. It involves gripping the coin discreetly between your fingers and palm, allowing you to show your hand apparently empty while still retaining the coin. This method is used for various coin vanishes, appearances, and other magical illusions.",NONE
238,3-1,Sleight of hand with Coins,Curled Finger Tip Palm,0:10:03,1,65,---,"A way to secretly hold a coin in your hand. It involves curling your finger slightly and gripping the coin against your fingertip, allowing you to show your hand apparently empty and use the concealed coin for magic tricks.",NONE
239,3-1,Sleight of hand with Coins,Front Finger Palm,0:11:01,1,66,---,"A technique for secretly holding a coin in your hand while making it appear empty. It involves subtly gripping the coin between your fingers and palm, allowing you to convincingly show your hand empty and produce the coin in a magical way.",NONE
240,3-1,Sleight of hand with Coins,Back Finger Palm,0:11:50,1,66,---,"A technique for secretly holding a coin in your hand. It involves concealing the coin behind your fingers, using your other fingers to hold it in place against your palm. This allows you to show the back of your hand as if it were empty, enabling various coin magic tricks and illusions.",NONE
241,3-1,Sleight of hand with Coins,Front to Back Transfer,0:13:28,1,66,---,"A sleight of hand technique for secretly moving a coin from the front of your hand to the back. It involves subtly transferring the coin while your hand is in motion, allowing you to show the front of your hand empty and then reveal the coin from the back, creating a surprising and magical effect.",NONE
242,3-1,Sleight of hand with Coins,Front Finger Clip,0:13:39,1,66,---,"A way to secretly hold a coin in your hand. By subtly gripping the coin between your fingers, you can make your hand appear empty while retaining the coin for use in magic tricks. This technique is often used for vanishes, transformations, and other coin illusions.",NONE
243,3-1,Sleight of hand with Coins,Back Finger Clip,0:14:05,1,66,---,"A method for secretly holding a coin in your hand. It involves concealing the coin behind your fingers, using your other fingers to hold it in place. This allows you to show the back of your hand as if it were empty, enabling various coin magic tricks and illusions.",NONE
244,3-1,Sleight of hand with Coins,Back to Front Transfer,0:14:16,---,---,---,,NONE
245,3-1,Sleight of hand with Coins,Closed Finger Palm,0:15:06,1,66,---,"A way to secretly hold a coin in your hand. By curling your fingers and tucking the coin into your palm, you can make your hand appear empty while concealing the coin for a magic trick. This technique is often used for vanishes, transformations, and other coin illusions.",NONE
246,3-1,Sleight of hand with Coins,Pinky Pinch,0:16:06,---,---,---,,NONE
247,3-1,Sleight of hand with Coins,Modified Back Finger Clip,0:16:50,---,---,---,,NONE
248,3-1,Sleight of hand with Coins,Finger Tip Clip,0:19:01,1,67,---,"A way to secretly hold a coin at your fingertips. By subtly gripping the coin with the tips of your fingers, you can make your hand appear empty while concealing the coin for use in a magic trick.",NONE
249,3-1,Sleight of hand with Coins,Two Finger Balance,0:19:22,1,67,---,"A technique for secretly holding a coin using just two fingers. By balancing the coin discreetly, you can make your hand appear empty while retaining the coin for use in a magic trick.",NONE
250,3-1,Sleight of hand with Coins,Thumb-Fingertip Horizontal Hold,0:20:24,1,67,---,"A way to secretly hold a coin using your thumb and fingertips. It involves balancing the coin horizontally between your thumb and fingers, allowing you to show your hand apparently empty while still retaining the coin for use in various magic tricks.",NONE
251,3-1,Sleight of hand with Coins,Ramsey Subtlety,0:20:57,---,---,---,,NONE
252,3-1,Sleight of hand with Coins,Thumb-Fingertip Vertical Hold,0:21:17,1,67,---,"A way to secretly hold a coin vertically between your thumb and first two fingers, making your hand appear empty while concealing the coin for use in a magic trick.",NONE
253,3-1,Sleight of hand with Coins,Production Clip,0:21:41,1,67,---,"A secret way to hold a coin that allows a magician to produce it unexpectedly. The coin is held concealed in the hand, ready to be magically revealed at the opportune moment, creating a surprising and impossible appearance.",NONE
254,3-1,Sleight of hand with Coins,Pinch Clip,0:22:25,1,68,---,"A way to secretly hold a coin using your thumb and first finger. By pinching the coin discreetly at the edge, you can make your hand appear empty while concealing the coin for use in a magic trick.",NONE
255,3-1,Sleight of hand with Coins,Flat Finger Position,0:22:59,1,68,---,"A way to secretly hold a coin flat against your fingers. By subtly gripping the coin with your fingers, you can make your hand appear empty while concealing the coin for use in a magic trick. This technique is often used for vanishes, transformations, and other coin illusions.",NONE
256,3-1,Sleight of hand with Coins,Fist Horizontal and Fist Vertical Holds,0:23:40,1,68,---,"Two ways to secretly hold a coin in your closed fist. You can hold it either horizontally or vertically within your fist, concealing it from view while your hand appears to be simply making a fist. This is useful for making coins vanish or appear in various magic tricks.",NONE
257,3-1,Sleight of hand with Coins,Front Thumb Palm Vanish,0:25:35,1,68-69,---,"A technique for making a coin disappear. The magician holds the coin in their hand, and with a subtle movement using their thumb, the coin mysteriously vanishes from sight.",NONE
258,3-1,Sleight of hand with Coins,Top Pocket Vanish,0:27:10,1,69-70,---,"A technique where a coin held in the hand mysteriously vanishes. The magician appears to place the coin into their top pocket, but secretly keeps it palmed. They then show their hand empty, creating the illusion that the coin has vanished into their pocket.",NONE
259,3-1,Sleight of hand with Coins,Front Flat Palm Vanish,0:29:27,1,70,---,"A technique for making a coin vanish. The magician holds the coin in their hand, and with a subtle movement, the coin mysteriously disappears from sight, even though the hand remains open and apparently empty.",NONE
260,3-1,Sleight of hand with Coins,Front Finger Palm Vanish,0:30:09,1,70-71,---,"A technique for making a coin vanish. The magician holds the coin in their hand, and with a subtle movement using their fingers, the coin mysteriously disappears from sight.",NONE
261,3-1,Sleight of hand with Coins,The Coin Slide Vanish,0:31:23,1,71,---,"A technique for making a coin disappear. The magician holds the coin in one hand, and with a subtle sliding motion, the coin mysteriously vanishes from their fingers.",NONE
262,3-1,Sleight of hand with Coins,Thumb Grip Vanish,0:32:03,1,71-72,---,"A technique for making a coin vanish. The magician holds the coin in their hand, and with a subtle movement using their thumb to grip the coin, it mysteriously disappears from sight.",NONE
263,3-1,Sleight of hand with Coins,Finger Palm Vanish,0:33:42,1,72,---,"A technique for making a coin vanish. The magician holds the coin in their hand, and with a subtle movement using their fingers to grip the coin, it mysteriously disappears from sight.",NONE
264,3-1,Sleight of hand with Coins,Lift Up Vanish,0:34:19,1,72-73,---,"A technique for making a coin vanish. The magician holds the coin in their hand and, with a seemingly natural lifting motion, the coin mysteriously disappears from sight.",NONE
265,3-1,Sleight of hand with Coins,Invisible Thumb Vanish,0:37:21,1,73,---,"A technique for making a coin vanish from your hand. It involves a secret way of holding the coin with your thumb that makes it invisible to the audience, even when you show both the front and back of your hand. With a simple gesture, the coin seems to disappear without a trace.",NONE
266,3-1,Sleight of hand with Coins,Le Tourniquet Vanish (French Drop),0:39:40,1,73,---,"A sleight-of-hand technique for making a coin vanish. The magician pretends to transfer the coin from one hand to the other, but secretly retains it in the original hand. With a convincing motion and misdirection, the coin seems to disappear into thin air.",NONE
267,3-1,Sleight of hand with Coins,"Tarbell's Improved ""French"" Vanish",0:40:40,1,74,---,"An improved technique for making a coin vanish. The magician holds the coin in their hand and, with a natural-looking motion, the coin secretly disappears. This method is designed to be more convincing and deceptive than traditional methods, enhancing the magical effect.",NONE
268,3-1,Sleight of hand with Coins,"Le Paul's Improved ""French"" Vanish",0:41:10,1,74-75,---,"A technique for making a coin vanish. The magician holds the coin in their hand and, with a natural-looking motion, the coin secretly disappears. This method is designed to be more convincing and deceptive than traditional methods.",NONE
269,3-1,Sleight of hand with Coins,Spider Vanish,0:42:18,---,---,---,,NONE
270,3-1,Sleight of hand with Coins,"Tarbell's ""Nip-Away"" Coin Vanish",0:43:31,1,75-76,---,"a technique for making a coin vanish. The magician holds the coin at their fingertips, and with a subtle nipping motion, the coin mysteriously disappears from sight.",NONE
271,3-1,Sleight of hand with Coins,The Superba Coin Vanish,0:44:47,1,76,---,"A technique for making a coin vanish. The magician holds the coin in their hand, and with a quick, deceptive movement, the coin completely disappears from sight, leaving the audience baffled.",NONE
272,3-1,Sleight of hand with Coins,The Direct Coin Vanish,0:45:43,1,77,---,"A technique for making a coin vanish. The magician holds the coin in their hand, and with a simple, direct motion, the coin instantly disappears from sight.",NONE
273,3-1,Sleight of hand with Coins,Joe Berg's Thumb Coin Vanish,0:47:16,1,77-78,---,"A technique for making a coin vanish. The magician holds the coin in their hand, and with a subtle movement using their thumb, the coin mysteriously disappears from sight. It is designed to be particularly deceptive and convincing.",NONE
274,3-1,Sleight of hand with Coins,Pick-Up Vanish,0:48:23,1,78,---,"a technique for making a coin vanish. The magician pretends to pick up a coin from a surface, but secretly leaves it behind. Through skillful misdirection and hand movements, the coin appears to have vanished into thin air.",NONE
275,3-1,Sleight of hand with Coins,Front and Back Finger Palming,0:49:23,1,78-80,---,"A secret technique for transferring a coin from the back of your hand to the front. By using subtle finger movements, the magician can make it appear as if the coin has vanished from the back of their hand and then mysteriously reappear at the front.",NONE
276,3-1,Sleight of hand with Coins,Back/Front Finger Clip Vanish,0:49:50,1,80-81,---,"A technique for making a coin vanish. The magician holds the coin in their hand, and with a subtle series of movements using their fingers and palm, the coin mysteriously disappears from sight. This method is designed to be particularly deceptive and convincing.",NONE
277,3-1,Sleight of hand with Coins,Ditching (To get rid of coin after vanishing it in hand),0:51:07,1,82,---,"Secret methods a magician can use to get rid of a coin after making it vanish from their hand. This allows them to convincingly show both hands empty, reinforcing the illusion that the coin has truly disappeared.",NONE
278,3-1,Sleight of hand with Coins,Elusive Change-over Palm,0:52:23,1,82-83,---,"A secret technique for transferring a coin from one hand to the other. The magician uses subtle movements and misdirection to make the coin seem to disappear from one hand and reappear in the other, while actually keeping it hidden throughout the process. This creates a deceptive and magical illusion of the coin jumping between hands.",NONE
279,3-1,Sleight of hand with Coins,The Thumb Change-Over,0:53:38,1,83-84,---,"A secret way to transfer a coin from one hand to the other. The magician uses their thumb to subtly move the coin from a hidden position in one hand to a hidden position in the other hand. This allows the magician to show both hands apparently empty, creating a deceptive and magical effect.",NONE
280,3-1,Sleight of hand with Coins,Hand Washing Change-over,0:54:50,---,---,---,,NONE
281,30-1,Handkerchief Magic,The Handkerchief Ball,0:00:09,2,317,A ping pong ball utility device to vanish and appear silks,"Sleeves are rolled up, yet a rolled up handkerchief vanishes, both sides of hands being shown empty. The silk reappears.",NONE
282,30-1,Handkerchief Magic,Soup Plate and Handkerchiefs,0:05:21,2,322,3 different color silks are caused to vanish and then all reappear together.,"Folded newspaper and soup plate are placed on a chair. Two silks are vanished, and appear under the soup plate.",NONE
283,30-1,Handkerchief Magic,Two Soup Plates and Handkerchiefs,0:20:03,2,325,"2 styrofoam plates are stapled together by the spectator to form a frisbee. 4 different color silks are selected. 2 are given to the magician, 2 are kept by spectator. 1 of spectator's silks goes back into bowl it came out of.  All other silk's are gotten rid of.  Magician causes silk to disappear.  Spectator picks up ""frisbee"" and tears it to find silk. ",Two empty plates are shown and put together mouth to mouth. Two silks are vanished and found between the plates.,NONE
284,30-1,Handkerchief Magic,Twentieth Century Silks,0:32:32,2,327,"1 pair of socks is placed in a goblet, another pair is placed in a lunch bag.  Sock is pulled from lunch bag, but no longer a pair, socks are pulled from goblet and other sock from lunch bag is shown pinned between this pair.","Two silks are knotted together and placed in a silk goblet. Another silk is vanished, and is found tied between the other silks.",NONE
285,30-1,Handkerchief Magic,Handkerchief to Billard Ball,0:42:59,2,331,"Handkerchief appears and when rolled into your hand, becomes a billiard ball.",A silk handkerchief tucked into the hand turns into a billiard ball.,NONE
286,30-1,Handkerchief Magic,The Elusive Rainbow,0:45:48,2,333,"Black and white silks are tied together, knot is placed in magician's mouth, when pulled out, several different colored silks come out all tied together.",Humorous 20th Century Silks,NONE
287,30-1,Handkerchief Magic,Spot the Red,0:53:41,2,337,"Spectator places something valuable into plastic easter egg, Silk is pulled out and covers egg.  Egg disappears.  Another silk is brought out and both are tied together.  Knot is placed in magician's mouth, and 3rd (different color silk this time) is brought out and poked into magician's hand.  It turns into plastic egg.  Silk's are pulled out of magician's mouth and yellow silk is found to be tied between them.  Egg is vanished again.  Egg is found to be in mouth.  Egg is dumped out and spectator confirms item is theirs.",As above.,NONE
288,31-1,Rope Magic,Christopher's Three Knots in a Rope,0:00:15,2,339,Magician ties 3 knots into a rope at once then magically makes 2 of them disappear.,"Three knots appear in a six foot rope. One is blown and vanishes, the second is untied to show it is real, the third is visibly pulled off the rope and thrown to the audience.",NONE
289,31-1,Rope Magic,Christopher's Jumping Knot,0:07:45,2,342,Magician makes a knot at the bottom of the rope jump to the top,A knot is tied in the end of a rope and held under the foot. Suddenly the knot jumps to the top of the rope.,NONE
290,31-1,Rope Magic,"Tannen's Ring, Knot and Rope",0:10:03,2,344,"A ring is placed into a folded handkerchief and held by the spectator that owns the ring.  Magician grabs one corner of handkerchief, sets up a rope for 1-handed knot.  As he ties 1-handed knot, he whips handkerchief towards rope and when knot forms, ring is found to be tied in rope.","A finger ring is borrowed, wrapped in a handkerchief and handed to a spectator to hold. A rope is held between the foot and the hand, and the handkerchief is waved at the rope. The ring appears knotted in the center of the rope.",NONE
291,31-1,Rope Magic,A Rope Routine,0:20:00,---,---,"Routine utilizing ""Christopher's Thread to Rope"", ""Self-Untying Rope"", ""The Phantom Knot"", ""Hindu Knots"", ""'Hocus Pocus' Cut and Restored Rope"", and ""Ted Collins' Panama Rope Mystery","A length of thread is produced and a knot is magically tied, but when other can't see it, it changes instantly to a rope.",NONE
292,31-1,Rope Magic,Christopher's Thread to Rope,0:28:24,2,347,Rope appears from nowhere,follow up to Thread to Rope mystery. Rope unties itself.,NONE
293,31-1,Rope Magic,Self-Untying Rope,0:36:41,2,349,Rope moves like snake to untie itself,Lighted cigarette is placed into left fist. It turns into a 5 foot rope.,NONE
294,31-1,Rope Magic,The Phantom Knot,0:38:29,2,353,Knot is tied but disappears instantly,A knot tied in a rope disappears with a simple pass of the hand.,NONE
295,31-1,Rope Magic,Hindu Knots,0:41:06,2,355,Several knots instantly appear in the rope and are instantly untied,"Rope is coiled and placed on table; when pulled up, it is filled with knots. It is placed on the table again, and the knots vanish.",NONE
296,31-1,Rope Magic,Hocus Pocus Cut and Restored Rope,0:45:42,2,359,"Rope is cut to make 2 pieces of rope.  They are tied together.  1 loop is tied at each end of the new ""long"" rope.  Rope is cut at knots to free loops.  Rope now has 3 knots on it.  It is wrapped around magician's hand.  When rope is unwrapped, knots have vanished.",Double knot disappears on command.,NONE
297,31-1,Rope Magic,Ted Collins' Panama Rope Mystery,0:48:46,2,368,"Rope is cut to make 2 pieces of rope.  They are tied together.  1 loop is tied at each end of the new ""long"" rope.  Rope is cut at knots to free loops.  Rope now has 3 knots on it.  It is wrapped around magician's hand.  When rope is unwrapped, knots have vanished.",A system of interlaced knots are untied even though the ends are held by a spectator. Rope,Ted Collins
298,31-2,Rope Magic,Christopher's Cigarette to Rope,0:00:00,2,349,"Lit cigarette to rope;  Another lit cigarette to rope; Card box turns to cigarette pack. Rope is pulled out. Cigarette pack is turned back to card box and card deck is pulled out and a card is chosen.  Cards are placed back into box and when shaken, a silk is pulled out of box and cards have vanished. ","Two ends are tied, and the loop shown. It is double coiled and cut, and the knot is cut away. Rope is tied again. The knot disappears, healing the rope.",NONE
299,31-2,Rope Magic,Tarbell's Triple Chefalo Knot,0:15:01,2,358,How to tie a knot that's not a knot (Dealing with difficulties and getting out of them),A false knot that does not have to be slid off.,Tarbell
300,31-2,Rope Magic,"Another Rope Routine (Magician's Cut and Restored Rope, Perplexo Cut and Restored Rope, Himber's Rope Mystery, A Novel Knot Steal)",0:24:13,---,---,"Magician cuts rope, ties knot and restores rope. Rope is cut again and instantly restored. Rope is cut, yet again, and again restored. Knot is tied in center of rope and THEN cut, and rope is again restored. ","Rope is brought up in a loop and cut, both pieces being shown. The rope is restored.",NONE
301,32-1,Ghostlite Mysteries,Ghostlight Mysteries Routine Performance,0:00:10,2,373,"Spectator selects a children toy block with a letter on it at random. They remember that letter.  Another spectator, without knowing the letter selected, eliminates blocks down to 1.  It is the 1 the spectator selected and it matches a newspaper clipping about a boy that died years ago whose name begins with the same letter. Spectator selects an item that was a posession of someone from long ago. Spectator writes name of someone they know on slate. From deck of cards, they select a card without looking at it and place it in an envelope.  The other items of posession go in the bag with the toy blocks. The selected item goes into a pocket. Magician and spectator place hands on the table. Spectator turns off lamp, making theater go dark. In the dark, 3 glowing diamonds appear floating in air. The light is turned back on and the random card is shown to be the 3 of diamonds. The name is erased from the slate. The light is turned back off. A glowing spider appears and crawls on spectator. Chalk glows and is seen to write on slate by itself. Light goes back on. A message is now on the slate saying, ""Careful, I'm watching - ""name of person spectator thought of and erased"""".  Lights are turned back off and ghostly figure appears floating.  Lights are turned back on. Item from pocket is now on picture. Lights go back out and glowing work appears.  Scary glowing face appears. Lights are turned back on. Everything is gone. ",Floating pips in the dark form the selected card.,NONE
302,32-2,Ghostlite Mysteries,Ghostlight Mysteries Chair Performance,0:00:10,2,373,"Magician sits in chair, spectators hold magician's wrists tightly. Lights go out. Glowing face appears and vanishes. Light comes back on. Spectators are still holding magician's wrists. This time they also hold his knees. ","As above, revealing the date.",NONE
303,32-3,Ghostlite Mysteries,Ghostlight Mysteries Routine Performance (Night-vision),0:00:10,2,373,A night-vision view of the full routine performance and chair performance.,a forced word from a book revealed.,NONE
304,32-4,Ghostlite Mysteries,Introduction and Props,0:00:09,2,373,Props and routine explanation of both performances. ,use a glowing alphabet.,NONE
305,33-1,Illusions,The Mystery of King Tut #1,0:00:00,2,387,"3 paintings are set up in a triangle. Woman appears from center of them.  When trick is repeated, this time, magician appears out of triangle and assistant is magician.",Magician wraps self in blanket to mimic mummy. Assistant protests and show magician how to do it. A man from audience joins and the three argue. Suddenly the man removes his costume and is found to be the assistant. The blanket is opened and a girl appears!,NONE
306,33-2,Illusions,Who and Which #2,0:00:00,2,395,"$20 is clipped to a Star Wand in center of stage. Spectator is blindfolded and wrapped in cloth and informed that if they can knock over wand, they get $20. As they wobble toward the wand, magician cheats and picks up wand, guiding spectator in the wrong direction.  After a little bit, spectator appears in back of audience, comes to front and grabs $20. Wrapped up spectator is unwrapped to reveal surprise assistant.","Hindu magician ties girl in sack and places screen around her. After moving around a bit, the sack is opened and found to be the magician, the Hindu costume is removed and found to be the girl.",NONE
307,33-3,Illusions,Three Kings and a Queen #3,0:00:00,2,403,"Circular time device is wheeled onto stage. There is a bodybag connected to it. Magician gets into full hazard suit. Assistant gets into safety vest. Assistant gets into bodybag and sticks hands out of bag. Magician operates time device. Something appears to go wrong, Magician removes hazard gear to reveal he is now assistant.  Bodybag is opened to reveal assistant is now magician. ",Three large playing cards are held flat and carried one at a time to center of stage. A real 'queen' appeared from within them!,NONE
308,33A-1,Mental Magic,The Optical Force,0:00:09,2,408,"4 cards are chosen at random (1 by magician, 3 by spectators). All cards are the exact same (all 5's).",two spectators choose cards,NONE
309,33A-1,Mental Magic,Demon Digits,0:06:13,2,409,"3 digits are thought of by the spectator (all different digits). The numbers are reversed, then both numbers are subtracted.  Total is written down.  Magician uses playing cards to reveal all 3 digits of the total. ","calculation procedure, result predicted",NONE
310,33A-1,Mental Magic,Ultra Die,0:18:54,2,410,Magician draws something on business card and folds business card and hands it to spectator to keep safe. 6 cards are randomly selected from shuffled deck. The 6 cards are placed face down in random places in the deck. A die is rolled and the number that comes up on the die is the face down card removed for the prediction. It matches what he wrote in the beginning.,"strange card prediction, chosen by rolling a die",NONE
311,33A-1,Mental Magic,The Folded Prophecy,0:33:27,2,412,"Greeting card inside envelope is passed around the audience. When it randomly stops, audience member who has it comes up. The card is pulled out and it has the letter of the persons middle name.","nail writer, through envelope, carbon paper",NONE
